Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Round,SessionType,CircuitType,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier
RUS,Mercedes,0 days 00:01:28.197000,0 days 00:00:29.977000,0 days 00:00:33.559000,0 days 00:00:24.661000,SOFT,2.0,220.0,194.0,270.0,320.0,True,14.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.197,29.977,33.559,24.661,3.0
RUS,Mercedes,0 days 00:01:28.367000,0 days 00:00:29.806000,0 days 00:00:33.544000,0 days 00:00:25.017000,SOFT,2.0,223.0,193.0,269.0,322.0,False,17.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.367,29.806,33.544,25.017,3.0
NOR,McLaren,0 days 00:01:29.183000,0 days 00:00:30.478000,0 days 00:00:33.827000,0 days 00:00:24.878000,SOFT,5.0,220.0,187.0,272.0,321.0,True,2.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.183,30.478,33.827,24.878,4.0
NOR,McLaren,0 days 00:01:29.809000,0 days 00:00:30.352000,0 days 00:00:34.236000,0 days 00:00:25.221000,SOFT,8.0,219.0,185.0,274.0,309.0,False,5.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.809,30.352,34.236,25.221,4.0
NOR,McLaren,0 days 00:01:29.040000,0 days 00:00:30.053000,0 days 00:00:33.796000,0 days 00:00:25.191000,SOFT,2.0,221.0,187.0,270.0,310.0,True,10.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.04,30.053,33.796,25.191,4.0
NOR,McLaren,0 days 00:01:28.920000,0 days 00:00:30.262000,0 days 00:00:33.707000,0 days 00:00:24.951000,SOFT,5.0,218.0,192.0,266.0,319.0,True,13.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.92,30.262,33.707,24.951,4.0
NOR,McLaren,0 days 00:01:28.183000,0 days 00:00:30.111000,0 days 00:00:33.258000,0 days 00:00:24.814000,SOFT,2.0,220.0,192.0,268.0,313.0,True,16.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.183,30.111,33.258,24.814,4.0
NOR,McLaren,0 days 00:01:28.527000,0 days 00:00:30.120000,0 days 00:00:33.435000,0 days 00:00:24.972000,SOFT,2.0,221.0,193.0,269.0,317.0,False,19.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.527,30.12,33.435,24.972,4.0
GAS,Alpine,0 days 00:01:30.092000,0 days 00:00:30.888000,0 days 00:00:33.958000,0 days 00:00:25.246000,SOFT,2.0,218.0,190.0,262.0,316.0,True,4.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,90.092,30.888,33.958,25.246,6.0
GAS,Alpine,0 days 00:01:29.914000,0 days 00:00:30.893000,0 days 00:00:33.849000,0 days 00:00:25.172000,SOFT,5.0,216.0,190.0,263.0,320.0,True,7.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.914,30.893,33.849,25.172,6.0
GAS,Alpine,0 days 00:01:29.161000,0 days 00:00:30.497000,0 days 00:00:33.765000,0 days 00:00:24.899000,SOFT,2.0,222.0,191.0,267.0,323.0,True,10.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.161,30.497,33.765,24.899,6.0
GAS,Alpine,0 days 00:01:29.070000,0 days 00:00:30.523000,0 days 00:00:33.743000,0 days 00:00:24.804000,SOFT,2.0,221.0,193.0,266.0,324.0,True,13.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.07,30.523,33.743,24.804,6.0
GAS,Alpine,0 days 00:01:28.988000,0 days 00:00:30.236000,0 days 00:00:33.805000,0 days 00:00:24.947000,SOFT,2.0,217.0,191.0,266.0,320.0,True,16.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.988,30.236,33.805,24.947,6.0
GAS,Alpine,0 days 00:01:28.810000,0 days 00:00:30.194000,0 days 00:00:33.640000,0 days 00:00:24.976000,SOFT,2.0,219.0,193.0,264.0,321.0,True,19.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.81,30.194,33.64,24.976,6.0
HAD,Red Bull Racing,0 days 00:01:29.978000,0 days 00:00:30.919000,0 days 00:00:33.990000,0 days 00:00:25.069000,SOFT,5.0,221.0,189.0,272.0,321.0,True,2.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.978,30.919,33.99,25.069,1.0
HAD,Red Bull Racing,0 days 00:01:29.863000,0 days 00:00:30.467000,0 days 00:00:34.287000,0 days 00:00:25.109000,SOFT,2.0,220.0,190.0,275.0,314.0,True,5.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.863,30.467,34.287,25.109,1.0
HAD,Red Bull Racing,0 days 00:01:29.324000,0 days 00:00:30.576000,0 days 00:00:33.780000,0 days 00:00:24.968000,SOFT,5.0,221.0,191.0,275.0,320.0,True,8.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.324,30.576,33.78,24.968,1.0
HAD,Red Bull Racing,0 days 00:01:28.941000,0 days 00:00:30.272000,0 days 00:00:33.777000,0 days 00:00:24.892000,SOFT,2.0,221.0,191.0,277.0,322.0,True,11.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.941,30.272,33.777,24.892,1.0
HAD,Red Bull Racing,0 days 00:01:29.259000,0 days 00:00:30.462000,0 days 00:00:33.937000,0 days 00:00:24.860000,SOFT,5.0,221.0,191.0,274.0,321.0,False,14.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.259,30.462,33.937,24.86,1.0
HAD,Red Bull Racing,0 days 00:01:28.789000,0 days 00:00:30.364000,0 days 00:00:33.545000,0 days 00:00:24.880000,SOFT,2.0,222.0,190.0,277.0,318.0,True,17.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.789,30.364,33.545,24.88,1.0
HAD,Red Bull Racing,0 days 00:01:29.302000,0 days 00:00:31.055000,0 days 00:00:33.398000,0 days 00:00:24.849000,SOFT,2.0,222.0,191.0,274.0,319.0,False,20.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.302,31.055,33.398,24.849,1.0
COL,Alpine,0 days 00:01:29.917000,0 days 00:00:30.506000,0 days 00:00:34.168000,0 days 00:00:25.243000,SOFT,2.0,220.0,191.0,267.0,319.0,True,4.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.917,30.506,34.168,25.243,6.0
COL,Alpine,0 days 00:01:29.584000,0 days 00:00:30.593000,0 days 00:00:33.942000,0 days 00:00:25.049000,SOFT,5.0,221.0,192.0,271.0,324.0,True,7.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.584,30.593,33.942,25.049,6.0
COL,Alpine,0 days 00:01:28.975000,0 days 00:00:30.454000,0 days 00:00:33.624000,0 days 00:00:24.897000,SOFT,2.0,221.0,192.0,266.0,325.0,True,10.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.975,30.454,33.624,24.897,6.0
COL,Alpine,0 days 00:01:29.123000,0 days 00:00:30.380000,0 days 00:00:33.883000,0 days 00:00:24.860000,SOFT,2.0,220.0,193.0,272.0,326.0,False,13.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.123,30.38,33.883,24.86,6.0
COL,Alpine,0 days 00:01:28.762000,0 days 00:00:30.247000,0 days 00:00:33.686000,0 days 00:00:24.829000,SOFT,2.0,221.0,193.0,271.0,324.0,True,16.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,88.762,30.247,33.686,24.829,6.0
LEC,Ferrari,0 days 00:01:29.290000,0 days 00:00:30.401000,0 days 00:00:33.839000,0 days 00:00:25.050000,MEDIUM,2.0,220.0,192.0,253.0,326.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.29,30.401,33.839,25.05,2.0
LEC,Ferrari,0 days 00:01:28.733000,0 days 00:00:30.318000,0 days 00:00:33.566000,0 days 00:00:24.849000,MEDIUM,5.0,219.0,192.0,258.0,325.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.733,30.318,33.566,24.849,2.0
LEC,Ferrari,0 days 00:01:28.470000,0 days 00:00:29.935000,0 days 00:00:33.771000,0 days 00:00:24.764000,MEDIUM,2.0,222.0,194.0,259.0,323.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.47,29.935,33.771,24.764,2.0
LEC,Ferrari,0 days 00:01:28.333000,0 days 00:00:29.967000,0 days 00:00:33.556000,0 days 00:00:24.810000,MEDIUM,5.0,223.0,194.0,258.0,328.0,True,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.333,29.967,33.556,24.81,2.0
LEC,Ferrari,0 days 00:01:28.239000,0 days 00:00:29.674000,0 days 00:00:33.761000,0 days 00:00:24.804000,SOFT,2.0,223.0,193.0,260.0,325.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.239,29.674,33.761,24.804,2.0
VER,Red Bull Racing,0 days 00:01:29.801000,0 days 00:00:30.880000,0 days 00:00:33.922000,0 days 00:00:24.999000,MEDIUM,2.0,224.0,193.0,259.0,322.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.801,30.88,33.922,24.999,1.0
VER,Red Bull Racing,0 days 00:01:29.093000,0 days 00:00:30.477000,0 days 00:00:33.715000,0 days 00:00:24.901000,MEDIUM,2.0,224.0,193.0,259.0,325.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.093,30.477,33.715,24.901,1.0
VER,Red Bull Racing,0 days 00:01:29.192000,0 days 00:00:30.593000,0 days 00:00:33.637000,0 days 00:00:24.962000,MEDIUM,5.0,224.0,193.0,257.0,327.0,False,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.192,30.593,33.637,24.962,1.0
VER,Red Bull Racing,0 days 00:01:28.461000,0 days 00:00:30.206000,0 days 00:00:33.605000,0 days 00:00:24.650000,SOFT,2.0,225.0,194.0,263.0,327.0,True,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.461,30.206,33.605,24.65,1.0
PIA,McLaren,0 days 00:01:29.169000,0 days 00:00:30.481000,0 days 00:00:33.799000,0 days 00:00:24.889000,MEDIUM,4.0,222.0,192.0,260.0,324.0,True,4.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.169,30.481,33.799,24.889,4.0
PIA,McLaren,0 days 00:01:28.506000,0 days 00:00:30.004000,0 days 00:00:33.590000,0 days 00:00:24.912000,MEDIUM,2.0,223.0,191.0,260.0,323.0,True,7.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.506,30.004,33.59,24.912,4.0
PIA,McLaren,0 days 00:01:28.108000,0 days 00:00:29.751000,0 days 00:00:33.609000,0 days 00:00:24.748000,SOFT,2.0,224.0,194.0,261.0,322.0,True,10.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.108,29.751,33.609,24.748,4.0
HAM,Ferrari,0 days 00:01:29.642000,0 days 00:00:30.692000,0 days 00:00:33.989000,0 days 00:00:24.961000,MEDIUM,2.0,220.0,193.0,254.0,326.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.642,30.692,33.989,24.961,2.0
HAM,Ferrari,0 days 00:01:29.255000,0 days 00:00:30.512000,0 days 00:00:33.833000,0 days 00:00:24.910000,MEDIUM,5.0,220.0,192.0,266.0,325.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.255,30.512,33.833,24.91,2.0
HAM,Ferrari,0 days 00:01:28.841000,0 days 00:00:30.011000,0 days 00:00:34.001000,0 days 00:00:24.829000,MEDIUM,2.0,219.0,191.0,259.0,324.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.841,30.011,34.001,24.829,2.0
HAM,Ferrari,0 days 00:01:29.101000,0 days 00:00:30.284000,0 days 00:00:33.978000,0 days 00:00:24.839000,MEDIUM,5.0,219.0,191.0,258.0,327.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.101,30.284,33.978,24.839,2.0
HAM,Ferrari,0 days 00:01:28.618000,0 days 00:00:29.736000,0 days 00:00:33.923000,0 days 00:00:24.959000,SOFT,2.0,221.0,193.0,261.0,321.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.618,29.736,33.923,24.959,2.0
ANT,Mercedes,0 days 00:01:29.312000,0 days 00:00:30.537000,0 days 00:00:33.702000,0 days 00:00:25.073000,MEDIUM,2.0,221.0,189.0,265.0,324.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.312,30.537,33.702,25.073,3.0
ANT,Mercedes,0 days 00:01:29.242000,0 days 00:00:30.242000,0 days 00:00:33.884000,0 days 00:00:25.116000,MEDIUM,2.0,221.0,190.0,270.0,314.0,True,7.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.242,30.242,33.884,25.116,3.0
ANT,Mercedes,0 days 00:01:29.209000,0 days 00:00:30.576000,0 days 00:00:33.805000,0 days 00:00:24.828000,MEDIUM,5.0,221.0,190.0,258.0,333.0,True,10.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.209,30.576,33.805,24.828,3.0
ANT,Mercedes,0 days 00:01:28.091000,0 days 00:00:29.959000,0 days 00:00:33.409000,0 days 00:00:24.723000,SOFT,2.0,224.0,191.0,268.0,310.0,True,13.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.091,29.959,33.409,24.723,3.0
RUS,Mercedes,0 days 00:01:30.465000,0 days 00:00:30.920000,0 days 00:00:34.663000,0 days 00:00:24.882000,MEDIUM,2.0,222.0,192.0,267.0,329.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.465,30.92,34.663,24.882,3.0
RUS,Mercedes,0 days 00:01:29.659000,0 days 00:00:30.694000,0 days 00:00:34.145000,0 days 00:00:24.820000,MEDIUM,5.0,222.0,190.0,270.0,325.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.659,30.694,34.145,24.82,3.0
RUS,Mercedes,0 days 00:01:28.903000,0 days 00:00:30.356000,0 days 00:00:33.909000,0 days 00:00:24.638000,MEDIUM,2.0,222.0,193.0,274.0,327.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.903,30.356,33.909,24.638,3.0
RUS,Mercedes,0 days 00:01:29.410000,0 days 00:00:30.673000,0 days 00:00:33.914000,0 days 00:00:24.823000,MEDIUM,5.0,223.0,192.0,264.0,330.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.41,30.673,33.914,24.823,3.0
RUS,Mercedes,0 days 00:01:28.493000,0 days 00:00:30.234000,0 days 00:00:33.541000,0 days 00:00:24.718000,SOFT,2.0,222.0,193.0,268.0,333.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.493,30.234,33.541,24.718,3.0
NOR,McLaren,0 days 00:01:28.723000,0 days 00:00:30.179000,0 days 00:00:33.615000,0 days 00:00:24.929000,MEDIUM,4.0,222.0,190.0,262.0,320.0,True,4.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.723,30.179,33.615,24.929,4.0
NOR,McLaren,0 days 00:01:28.806000,0 days 00:00:30.315000,0 days 00:00:33.709000,0 days 00:00:24.782000,MEDIUM,6.0,219.0,192.0,262.0,322.0,False,6.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,88.806,30.315,33.709,24.782,4.0
NOR,McLaren,0 days 00:01:29.366000,0 days 00:00:29.960000,0 days 00:00:34.152000,0 days 00:00:25.254000,MEDIUM,2.0,222.0,189.0,262.0,321.0,True,9.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.366,29.96,34.152,25.254,4.0
NOR,McLaren,0 days 00:01:27.869000,0 days 00:00:29.682000,0 days 00:00:33.433000,0 days 00:00:24.754000,SOFT,2.0,221.0,192.0,263.0,322.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,87.869,29.682,33.433,24.754,4.0
GAS,Alpine,0 days 00:01:30.183000,0 days 00:00:30.919000,0 days 00:00:34.050000,0 days 00:00:25.214000,MEDIUM,2.0,218.0,189.0,256.0,327.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.183,30.919,34.05,25.214,6.0
GAS,Alpine,0 days 00:01:29.984000,0 days 00:00:30.781000,0 days 00:00:34.076000,0 days 00:00:25.127000,MEDIUM,5.0,219.0,188.0,259.0,323.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.984,30.781,34.076,25.127,6.0
GAS,Alpine,0 days 00:01:29.973000,0 days 00:00:30.910000,0 days 00:00:34.013000,0 days 00:00:25.050000,MEDIUM,2.0,217.0,189.0,258.0,326.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.973,30.91,34.013,25.05,6.0
GAS,Alpine,0 days 00:01:30.232000,0 days 00:00:31.144000,0 days 00:00:34.023000,0 days 00:00:25.065000,MEDIUM,5.0,221.0,190.0,256.0,328.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.232,31.144,34.023,25.065,6.0
GAS,Alpine,0 days 00:01:29.474000,0 days 00:00:30.597000,0 days 00:00:33.849000,0 days 00:00:25.028000,SOFT,8.0,220.0,192.0,258.0,324.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.474,30.597,33.849,25.028,6.0
HAD,Red Bull Racing,0 days 00:01:31.055000,0 days 00:00:31.095000,0 days 00:00:34.681000,0 days 00:00:25.279000,MEDIUM,2.0,225.0,186.0,260.0,321.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,91.055,31.095,34.681,25.279,1.0
HAD,Red Bull Racing,0 days 00:01:30.352000,0 days 00:00:30.831000,0 days 00:00:34.324000,0 days 00:00:25.197000,MEDIUM,5.0,224.0,188.0,261.0,320.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.352,30.831,34.324,25.197,1.0
HAD,Red Bull Racing,0 days 00:01:29.750000,0 days 00:00:30.657000,0 days 00:00:34.057000,0 days 00:00:25.036000,MEDIUM,2.0,222.0,188.0,261.0,322.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.75,30.657,34.057,25.036,1.0
HAD,Red Bull Racing,0 days 00:01:30.013000,0 days 00:00:30.744000,0 days 00:00:34.038000,0 days 00:00:25.231000,MEDIUM,5.0,222.0,189.0,257.0,317.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.013,30.744,34.038,25.231,1.0
HAD,Red Bull Racing,0 days 00:01:29.422000,0 days 00:00:30.428000,0 days 00:00:33.865000,0 days 00:00:25.129000,SOFT,2.0,224.0,189.0,260.0,319.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.422,30.428,33.865,25.129,1.0
COL,Alpine,0 days 00:01:30.386000,0 days 00:00:30.814000,0 days 00:00:34.613000,0 days 00:00:24.959000,MEDIUM,5.0,220.0,191.0,262.0,327.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.386,30.814,34.613,24.959,6.0
COL,Alpine,0 days 00:01:29.527000,0 days 00:00:30.609000,0 days 00:00:34.057000,0 days 00:00:24.861000,MEDIUM,2.0,221.0,191.0,258.0,328.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.527,30.609,34.057,24.861,6.0
COL,Alpine,0 days 00:01:30.160000,0 days 00:00:30.865000,0 days 00:00:34.133000,0 days 00:00:25.162000,MEDIUM,5.0,222.0,188.0,255.0,326.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.16,30.865,34.133,25.162,6.0
COL,Alpine,0 days 00:01:29.320000,0 days 00:00:30.408000,0 days 00:00:34.008000,0 days 00:00:24.904000,SOFT,7.0,220.0,191.0,263.0,326.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.32,30.408,34.008,24.904,6.0
ANT,Mercedes,0 days 00:01:14.228000,0 days 00:00:21.129000,0 days 00:00:23.647000,0 days 00:00:29.452000,SOFT,8.0,244.0,287.0,274.0,316.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.228,21.129,23.647,29.452,3.0
ANT,Mercedes,0 days 00:01:13.380000,0 days 00:00:20.974000,0 days 00:00:23.190000,0 days 00:00:29.216000,SOFT,10.0,249.0,290.0,276.0,322.0,True,5.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.38,20.974,23.19,29.216,3.0
ANT,Mercedes,0 days 00:01:13.076000,0 days 00:00:20.661000,0 days 00:00:23.235000,0 days 00:00:29.180000,SOFT,3.0,246.0,289.0,276.0,319.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.076,20.661,23.235,29.18,3.0
ANT,Mercedes,0 days 00:01:13.214000,0 days 00:00:20.714000,0 days 00:00:23.236000,0 days 00:00:29.264000,SOFT,3.0,248.0,289.0,274.0,317.0,False,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.214,20.714,23.236,29.264,3.0
ANT,Mercedes,0 days 00:01:13.180000,0 days 00:00:20.980000,0 days 00:00:23.203000,0 days 00:00:28.997000,SOFT,5.0,250.0,289.0,276.0,323.0,False,15.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.18,20.98,23.203,28.997,3.0
ANT,Mercedes,0 days 00:01:13.088000,0 days 00:00:20.994000,0 days 00:00:23.175000,0 days 00:00:28.919000,SOFT,3.0,248.0,288.0,275.0,322.0,True,19.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.088,20.994,23.175,28.919,3.0
ANT,Mercedes,0 days 00:01:12.646000,0 days 00:00:20.547000,0 days 00:00:23.061000,0 days 00:00:29.038000,SOFT,3.0,248.0,288.0,274.0,319.0,True,23.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.646,20.547,23.061,29.038,3.0
RUS,Mercedes,0 days 00:01:14.438000,0 days 00:00:21.329000,0 days 00:00:23.568000,0 days 00:00:29.541000,SOFT,9.0,248.0,288.0,273.0,319.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.438,21.329,23.568,29.541,3.0
RUS,Mercedes,0 days 00:01:13.953000,0 days 00:00:20.941000,0 days 00:00:23.537000,0 days 00:00:29.475000,SOFT,11.0,248.0,289.0,275.0,319.0,True,5.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.953,20.941,23.537,29.475,3.0
RUS,Mercedes,0 days 00:01:13.611000,0 days 00:00:20.956000,0 days 00:00:23.411000,0 days 00:00:29.244000,SOFT,3.0,247.0,288.0,276.0,318.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.611,20.956,23.411,29.244,3.0
RUS,Mercedes,0 days 00:01:13.079000,0 days 00:00:20.717000,0 days 00:00:23.043000,0 days 00:00:29.319000,SOFT,4.0,249.0,289.0,276.0,316.0,True,14.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.079,20.717,23.043,29.319,3.0
RUS,Mercedes,0 days 00:01:12.993000,0 days 00:00:20.658000,0 days 00:00:23.068000,0 days 00:00:29.267000,SOFT,3.0,249.0,286.0,273.0,321.0,True,21.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.993,20.658,23.068,29.267,3.0
RUS,Mercedes,0 days 00:01:12.578000,0 days 00:00:20.600000,0 days 00:00:22.902000,0 days 00:00:29.076000,SOFT,5.0,249.0,289.0,275.0,320.0,True,23.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.578,20.6,22.902,29.076,3.0
HAM,Ferrari,0 days 00:01:14.835000,0 days 00:00:21.365000,0 days 00:00:23.934000,0 days 00:00:29.536000,SOFT,8.0,246.0,283.0,270.0,328.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.835,21.365,23.934,29.536,2.0
HAM,Ferrari,0 days 00:01:14.302000,0 days 00:00:21.180000,0 days 00:00:23.558000,0 days 00:00:29.564000,SOFT,10.0,245.0,283.0,267.0,321.0,True,5.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.302,21.18,23.558,29.564,2.0
HAM,Ferrari,0 days 00:01:13.974000,0 days 00:00:20.943000,0 days 00:00:23.470000,0 days 00:00:29.561000,SOFT,12.0,247.0,281.0,266.0,317.0,True,7.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.974,20.943,23.47,29.561,2.0
HAM,Ferrari,0 days 00:01:13.767000,0 days 00:00:20.758000,0 days 00:00:23.432000,0 days 00:00:29.577000,SOFT,15.0,248.0,281.0,267.0,316.0,True,10.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.767,20.758,23.432,29.577,2.0
HAM,Ferrari,0 days 00:01:13.270000,0 days 00:00:20.753000,0 days 00:00:23.175000,0 days 00:00:29.342000,SOFT,3.0,251.0,285.0,268.0,319.0,True,14.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.27,20.753,23.175,29.342,2.0
