Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Round,SessionType,CircuitType,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier
HAM,Ferrari,0 days 00:01:13.041000,0 days 00:00:20.658000,0 days 00:00:23.081000,0 days 00:00:29.302000,SOFT,3.0,245.0,285.0,268.0,316.0,True,19.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.041,20.658,23.081,29.302,2.0
HAM,Ferrari,0 days 00:01:12.868000,0 days 00:00:20.606000,0 days 00:00:23.029000,0 days 00:00:29.233000,SOFT,3.0,250.0,283.0,266.0,318.0,True,23.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.868,20.606,23.029,29.233,2.0
LEC,Ferrari,0 days 00:01:14.474000,0 days 00:00:21.107000,0 days 00:00:23.672000,0 days 00:00:29.695000,SOFT,11.0,246.0,283.0,269.0,322.0,True,6.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.474,21.107,23.672,29.695,2.0
LEC,Ferrari,0 days 00:01:13.825000,0 days 00:00:20.822000,0 days 00:00:23.518000,0 days 00:00:29.485000,SOFT,14.0,248.0,284.0,269.0,321.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.825,20.822,23.518,29.485,2.0
LEC,Ferrari,0 days 00:01:14.325000,0 days 00:00:21.143000,0 days 00:00:23.510000,0 days 00:00:29.672000,SOFT,3.0,247.0,285.0,268.0,319.0,True,14.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.325,21.143,23.51,29.672,2.0
LEC,Ferrari,0 days 00:01:13.815000,0 days 00:00:20.920000,0 days 00:00:23.350000,0 days 00:00:29.545000,SOFT,5.0,249.0,286.0,267.0,323.0,True,16.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.815,20.92,23.35,29.545,2.0
LEC,Ferrari,0 days 00:01:13.496000,0 days 00:00:20.862000,0 days 00:00:23.331000,0 days 00:00:29.303000,SOFT,3.0,249.0,287.0,272.0,323.0,True,20.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.496,20.862,23.331,29.303,2.0
LEC,Ferrari,0 days 00:01:13.149000,0 days 00:00:20.768000,0 days 00:00:23.143000,0 days 00:00:29.238000,SOFT,3.0,247.0,286.0,269.0,321.0,True,24.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.149,20.768,23.143,29.238,2.0
LEC,Ferrari,0 days 00:01:12.976000,0 days 00:00:20.656000,0 days 00:00:23.169000,0 days 00:00:29.151000,SOFT,3.0,250.0,283.0,270.0,321.0,True,28.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.976,20.656,23.169,29.151,2.0
VER,Red Bull Racing,0 days 00:01:14.609000,0 days 00:00:21.382000,0 days 00:00:23.540000,0 days 00:00:29.687000,SOFT,6.0,248.0,282.0,280.0,313.0,True,2.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.609,21.382,23.54,29.687,1.0
VER,Red Bull Racing,0 days 00:01:14.067000,0 days 00:00:21.105000,0 days 00:00:23.496000,0 days 00:00:29.466000,SOFT,8.0,249.0,285.0,283.0,319.0,True,4.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.067,21.105,23.496,29.466,1.0
VER,Red Bull Racing,0 days 00:01:13.479000,0 days 00:00:20.952000,0 days 00:00:23.285000,0 days 00:00:29.242000,SOFT,4.0,250.0,284.0,281.0,314.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.479,20.952,23.285,29.242,1.0
VER,Red Bull Racing,0 days 00:01:13.553000,0 days 00:00:20.793000,0 days 00:00:23.336000,0 days 00:00:29.424000,SOFT,3.0,251.0,285.0,281.0,314.0,False,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.553,20.793,23.336,29.424,1.0
VER,Red Bull Racing,0 days 00:01:13.473000,0 days 00:00:20.633000,0 days 00:00:23.484000,0 days 00:00:29.356000,SOFT,3.0,251.0,282.0,275.0,314.0,True,17.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.473,20.633,23.484,29.356,1.0
VER,Red Bull Racing,0 days 00:01:13.502000,0 days 00:00:20.736000,0 days 00:00:23.302000,0 days 00:00:29.464000,SOFT,2.0,252.0,281.0,271.0,314.0,False,20.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.502,20.736,23.302,29.464,1.0
VER,Red Bull Racing,0 days 00:01:12.907000,0 days 00:00:20.580000,0 days 00:00:23.155000,0 days 00:00:29.172000,SOFT,4.0,251.0,285.0,280.0,318.0,True,22.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.907,20.58,23.155,29.172,1.0
NOR,McLaren,0 days 00:01:14.213000,0 days 00:00:21.209000,0 days 00:00:23.430000,0 days 00:00:29.574000,SOFT,8.0,250.0,287.0,271.0,314.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.213,21.209,23.43,29.574,4.0
NOR,McLaren,0 days 00:01:13.531000,0 days 00:00:21.062000,0 days 00:00:23.212000,0 days 00:00:29.257000,SOFT,12.0,251.0,289.0,273.0,315.0,True,7.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.531,21.062,23.212,29.257,4.0
NOR,McLaren,0 days 00:01:13.503000,0 days 00:00:21.062000,0 days 00:00:23.182000,0 days 00:00:29.259000,SOFT,14.0,252.0,286.0,271.0,317.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.503,21.062,23.182,29.259,4.0
NOR,McLaren,0 days 00:01:13.235000,0 days 00:00:20.956000,0 days 00:00:23.013000,0 days 00:00:29.266000,SOFT,3.0,251.0,288.0,274.0,314.0,True,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.235,20.956,23.013,29.266,4.0
NOR,McLaren,0 days 00:01:13.144000,0 days 00:00:21.104000,0 days 00:00:22.937000,0 days 00:00:29.103000,SOFT,5.0,250.0,288.0,270.0,318.0,True,15.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.144,21.104,22.937,29.103,4.0
NOR,McLaren,0 days 00:01:13.049000,0 days 00:00:20.859000,0 days 00:00:23.006000,0 days 00:00:29.184000,SOFT,3.0,251.0,289.0,273.0,314.0,True,19.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.049,20.859,23.006,29.184,4.0
NOR,McLaren,0 days 00:01:12.729000,0 days 00:00:20.619000,0 days 00:00:22.967000,0 days 00:00:29.143000,SOFT,3.0,251.0,291.0,273.0,315.0,True,23.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.729,20.619,22.967,29.143,4.0
NOR,McLaren,0 days 00:01:12.734000,0 days 00:00:20.687000,0 days 00:00:22.927000,0 days 00:00:29.120000,SOFT,3.0,250.0,288.0,270.0,313.0,False,27.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.734,20.687,22.927,29.12,4.0
PIA,McLaren,0 days 00:01:15.105000,0 days 00:00:21.451000,0 days 00:00:23.866000,0 days 00:00:29.788000,SOFT,7.0,252.0,288.0,272.0,316.0,True,2.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,75.105,21.451,23.866,29.788,4.0
PIA,McLaren,0 days 00:01:14.221000,0 days 00:00:21.210000,0 days 00:00:23.471000,0 days 00:00:29.540000,SOFT,9.0,253.0,289.0,272.0,315.0,True,4.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.221,21.21,23.471,29.54,4.0
PIA,McLaren,0 days 00:01:13.559000,0 days 00:00:21.055000,0 days 00:00:23.116000,0 days 00:00:29.388000,SOFT,13.0,254.0,288.0,272.0,315.0,True,8.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.559,21.055,23.116,29.388,4.0
PIA,McLaren,0 days 00:01:13.416000,0 days 00:00:20.937000,0 days 00:00:23.056000,0 days 00:00:29.423000,SOFT,3.0,250.0,289.0,274.0,313.0,True,14.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.416,20.937,23.056,29.423,4.0
PIA,McLaren,0 days 00:01:13.285000,0 days 00:00:21.022000,0 days 00:00:22.994000,0 days 00:00:29.269000,UNKNOWN,4.0,255.0,290.0,273.0,316.0,True,20.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.285,21.022,22.994,29.269,4.0
PIA,McLaren,0 days 00:01:13.003000,0 days 00:00:20.873000,0 days 00:00:22.988000,0 days 00:00:29.142000,SOFT,3.0,253.0,289.0,273.0,315.0,True,24.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.003,20.873,22.988,29.142,4.0
PIA,McLaren,0 days 00:01:12.781000,0 days 00:00:20.774000,0 days 00:00:22.926000,0 days 00:00:29.081000,SOFT,3.0,254.0,290.0,272.0,316.0,True,28.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.781,20.774,22.926,29.081,4.0
LIN,Racing Bulls,0 days 00:01:15.316000,0 days 00:00:21.617000,0 days 00:00:23.864000,0 days 00:00:29.835000,SOFT,9.0,253.0,289.0,274.0,325.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,75.316,21.617,23.864,29.835,10.0
LIN,Racing Bulls,0 days 00:01:13.895000,0 days 00:00:20.938000,0 days 00:00:23.458000,0 days 00:00:29.499000,SOFT,3.0,253.0,286.0,276.0,320.0,True,7.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.895,20.938,23.458,29.499,10.0
LIN,Racing Bulls,0 days 00:01:14.047000,0 days 00:00:21.040000,0 days 00:00:23.579000,0 days 00:00:29.428000,SOFT,5.0,251.0,288.0,279.0,323.0,False,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.047,21.04,23.579,29.428,10.0
LIN,Racing Bulls,0 days 00:01:14.785000,0 days 00:00:21.046000,0 days 00:00:23.406000,0 days 00:00:30.333000,SOFT,7.0,252.0,288.0,275.0,327.0,False,11.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.785,21.046,23.406,30.333,10.0
LIN,Racing Bulls,0 days 00:01:13.572000,0 days 00:00:20.906000,0 days 00:00:23.356000,0 days 00:00:29.310000,SOFT,3.0,253.0,286.0,278.0,321.0,True,15.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.572,20.906,23.356,29.31,10.0
LIN,Racing Bulls,0 days 00:01:13.548000,0 days 00:00:20.927000,0 days 00:00:23.343000,0 days 00:00:29.278000,SOFT,3.0,253.0,289.0,279.0,322.0,True,19.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.548,20.927,23.343,29.278,10.0
LIN,Racing Bulls,0 days 00:01:13.492000,0 days 00:00:20.838000,0 days 00:00:23.320000,0 days 00:00:29.334000,SOFT,7.0,253.0,287.0,274.0,321.0,True,23.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.492,20.838,23.32,29.334,10.0
LIN,Racing Bulls,0 days 00:01:13.280000,0 days 00:00:20.654000,0 days 00:00:23.309000,0 days 00:00:29.317000,SOFT,3.0,253.0,286.0,274.0,320.0,True,27.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.28,20.654,23.309,29.317,10.0
HAD,Red Bull Racing,0 days 00:01:15.381000,0 days 00:00:21.443000,0 days 00:00:23.960000,0 days 00:00:29.978000,SOFT,7.0,249.0,284.0,272.0,315.0,True,2.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,75.381,21.443,23.96,29.978,1.0
HAD,Red Bull Racing,0 days 00:01:13.654000,0 days 00:00:20.957000,0 days 00:00:23.414000,0 days 00:00:29.283000,SOFT,9.0,252.0,289.0,282.0,323.0,True,4.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.654,20.957,23.414,29.283,1.0
HAD,Red Bull Racing,0 days 00:01:13.623000,0 days 00:00:20.903000,0 days 00:00:23.359000,0 days 00:00:29.361000,SOFT,2.0,252.0,287.0,280.0,317.0,True,7.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.623,20.903,23.359,29.361,1.0
HAD,Red Bull Racing,0 days 00:01:13.204000,0 days 00:00:20.688000,0 days 00:00:23.335000,0 days 00:00:29.181000,SOFT,4.0,253.0,285.0,277.0,319.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.204,20.688,23.335,29.181,1.0
HAD,Red Bull Racing,0 days 00:01:12.975000,0 days 00:00:20.575000,0 days 00:00:23.252000,0 days 00:00:29.148000,SOFT,3.0,254.0,287.0,281.0,318.0,True,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.975,20.575,23.252,29.148,1.0
HAD,Red Bull Racing,0 days 00:01:13.990000,0 days 00:00:20.686000,0 days 00:00:23.782000,0 days 00:00:29.522000,SOFT,3.0,254.0,282.0,271.0,318.0,True,17.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.99,20.686,23.782,29.522,1.0
HAD,Red Bull Racing,0 days 00:01:12.935000,0 days 00:00:20.549000,0 days 00:00:23.218000,0 days 00:00:29.168000,SOFT,3.0,253.0,286.0,279.0,320.0,True,21.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.935,20.549,23.218,29.168,1.0
COL,Alpine,0 days 00:01:14.727000,0 days 00:00:21.386000,0 days 00:00:23.711000,0 days 00:00:29.630000,SOFT,3.0,249.0,289.0,279.0,320.0,True,3.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.727,21.386,23.711,29.63,6.0
COL,Alpine,0 days 00:01:14.466000,0 days 00:00:21.560000,0 days 00:00:23.621000,0 days 00:00:29.285000,SOFT,5.0,246.0,292.0,280.0,320.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.466,21.56,23.621,29.285,6.0
COL,Alpine,0 days 00:01:14.045000,0 days 00:00:21.155000,0 days 00:00:23.551000,0 days 00:00:29.339000,SOFT,3.0,249.0,289.0,278.0,318.0,True,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,74.045,21.155,23.551,29.339,6.0
COL,Alpine,0 days 00:01:13.857000,0 days 00:00:21.048000,0 days 00:00:23.434000,0 days 00:00:29.375000,SOFT,3.0,249.0,289.0,275.0,319.0,True,17.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.857,21.048,23.434,29.375,6.0
COL,Alpine,0 days 00:01:13.697000,0 days 00:00:21.040000,0 days 00:00:23.407000,0 days 00:00:29.250000,SOFT,3.0,249.0,290.0,276.0,320.0,True,22.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.697,21.04,23.407,29.25,6.0
COL,Alpine,0 days 00:01:13.875000,0 days 00:00:20.997000,0 days 00:00:23.489000,0 days 00:00:29.389000,SOFT,3.0,248.0,288.0,275.0,320.0,False,26.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.875,20.997,23.489,29.389,6.0
ANT,Mercedes,0 days 00:01:14.010000,0 days 00:00:21.241000,0 days 00:00:23.499000,0 days 00:00:29.270000,MEDIUM,3.0,248.0,289.0,275.0,319.0,True,3.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.01,21.241,23.499,29.27,3.0
ANT,Mercedes,0 days 00:01:13.551000,0 days 00:00:20.895000,0 days 00:00:23.303000,0 days 00:00:29.353000,MEDIUM,3.0,248.0,291.0,277.0,319.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.551,20.895,23.303,29.353,3.0
ANT,Mercedes,0 days 00:01:13.500000,0 days 00:00:21.080000,0 days 00:00:23.207000,0 days 00:00:29.213000,SOFT,2.0,247.0,287.0,276.0,319.0,True,13.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.5,21.08,23.207,29.213,3.0
ANT,Mercedes,0 days 00:01:13.033000,0 days 00:00:20.899000,0 days 00:00:23.194000,0 days 00:00:28.940000,SOFT,4.0,248.0,288.0,276.0,320.0,True,15.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.033,20.899,23.194,28.94,3.0
RUS,Mercedes,0 days 00:01:14.772000,0 days 00:00:21.507000,0 days 00:00:23.567000,0 days 00:00:29.698000,MEDIUM,2.0,245.0,289.0,277.0,321.0,True,2.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.772,21.507,23.567,29.698,3.0
RUS,Mercedes,0 days 00:01:13.466000,0 days 00:00:20.909000,0 days 00:00:23.374000,0 days 00:00:29.183000,MEDIUM,3.0,247.0,288.0,276.0,320.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.466,20.909,23.374,29.183,3.0
RUS,Mercedes,0 days 00:01:13.026000,0 days 00:00:20.768000,0 days 00:00:23.195000,0 days 00:00:29.063000,MEDIUM,6.0,249.0,288.0,275.0,321.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.026,20.768,23.195,29.063,3.0
RUS,Mercedes,0 days 00:01:13.194000,0 days 00:00:20.753000,0 days 00:00:23.097000,0 days 00:00:29.344000,SOFT,3.0,250.0,288.0,276.0,321.0,True,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.194,20.753,23.097,29.344,3.0
RUS,Mercedes,0 days 00:01:12.965000,0 days 00:00:20.857000,0 days 00:00:23.066000,0 days 00:00:29.042000,SOFT,5.0,249.0,291.0,276.0,321.0,True,18.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,72.965,20.857,23.066,29.042,3.0
HAM,Ferrari,0 days 00:01:15.459000,0 days 00:00:21.605000,0 days 00:00:24.055000,0 days 00:00:29.799000,MEDIUM,2.0,245.0,280.0,268.0,320.0,True,2.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.459,21.605,24.055,29.799,2.0
HAM,Ferrari,0 days 00:01:13.922000,0 days 00:00:21.007000,0 days 00:00:23.520000,0 days 00:00:29.395000,MEDIUM,5.0,245.0,284.0,268.0,320.0,True,5.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.922,21.007,23.52,29.395,2.0
HAM,Ferrari,0 days 00:01:13.889000,0 days 00:00:20.946000,0 days 00:00:23.463000,0 days 00:00:29.480000,MEDIUM,7.0,246.0,283.0,272.0,322.0,True,7.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.889,20.946,23.463,29.48,2.0
HAM,Ferrari,0 days 00:01:16.374000,0 days 00:00:21.946000,0 days 00:00:23.950000,0 days 00:00:30.478000,MEDIUM,10.0,244.0,281.0,269.0,330.0,False,10.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,76.374,21.946,23.95,30.478,2.0
HAM,Ferrari,0 days 00:01:13.637000,0 days 00:00:20.872000,0 days 00:00:23.277000,0 days 00:00:29.488000,MEDIUM,2.0,246.0,283.0,270.0,320.0,True,13.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.637,20.872,23.277,29.488,2.0
HAM,Ferrari,0 days 00:01:13.465000,0 days 00:00:20.803000,0 days 00:00:23.359000,0 days 00:00:29.303000,MEDIUM,5.0,248.0,282.0,270.0,322.0,True,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.465,20.803,23.359,29.303,2.0
HAM,Ferrari,0 days 00:01:13.411000,0 days 00:00:20.947000,0 days 00:00:23.208000,0 days 00:00:29.256000,SOFT,3.0,247.0,281.0,268.0,318.0,True,20.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.411,20.947,23.208,29.256,2.0
HAM,Ferrari,0 days 00:01:13.326000,0 days 00:00:20.594000,0 days 00:00:23.210000,0 days 00:00:29.522000,SOFT,5.0,249.0,281.0,270.0,317.0,True,22.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.326,20.594,23.21,29.522,2.0
LEC,Ferrari,0 days 00:01:15.006000,0 days 00:00:21.499000,0 days 00:00:23.857000,0 days 00:00:29.650000,MEDIUM,3.0,244.0,283.0,269.0,321.0,True,3.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.006,21.499,23.857,29.65,2.0
LEC,Ferrari,0 days 00:01:13.965000,0 days 00:00:21.002000,0 days 00:00:23.597000,0 days 00:00:29.366000,MEDIUM,3.0,248.0,281.0,272.0,318.0,True,10.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.965,21.002,23.597,29.366,2.0
LEC,Ferrari,0 days 00:01:13.554000,0 days 00:00:20.832000,0 days 00:00:23.403000,0 days 00:00:29.319000,MEDIUM,5.0,247.0,284.0,270.0,322.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.554,20.832,23.403,29.319,2.0
LEC,Ferrari,0 days 00:01:13.858000,0 days 00:00:20.928000,0 days 00:00:23.433000,0 days 00:00:29.497000,SOFT,3.0,248.0,284.0,267.0,320.0,True,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.858,20.928,23.433,29.497,2.0
LEC,Ferrari,0 days 00:01:13.410000,0 days 00:00:20.877000,0 days 00:00:23.375000,0 days 00:00:29.158000,SOFT,5.0,246.0,284.0,270.0,322.0,True,18.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.41,20.877,23.375,29.158,2.0
VER,Red Bull Racing,0 days 00:01:14.476000,0 days 00:00:21.323000,0 days 00:00:23.533000,0 days 00:00:29.620000,MEDIUM,2.0,247.0,284.0,286.0,311.0,True,2.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.476,21.323,23.533,29.62,1.0
VER,Red Bull Racing,0 days 00:01:14.028000,0 days 00:00:20.998000,0 days 00:00:23.758000,0 days 00:00:29.272000,MEDIUM,4.0,251.0,286.0,287.0,319.0,True,4.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.028,20.998,23.758,29.272,1.0
VER,Red Bull Racing,0 days 00:01:14.412000,0 days 00:00:21.107000,0 days 00:00:23.504000,0 days 00:00:29.801000,MEDIUM,3.0,261.0,282.0,274.0,310.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.412,21.107,23.504,29.801,1.0
VER,Red Bull Racing,0 days 00:01:13.507000,0 days 00:00:20.936000,0 days 00:00:23.352000,0 days 00:00:29.219000,SOFT,2.0,248.0,286.0,282.0,316.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.507,20.936,23.352,29.219,1.0
VER,Red Bull Racing,0 days 00:01:13.504000,0 days 00:00:20.784000,0 days 00:00:23.428000,0 days 00:00:29.292000,SOFT,4.0,251.0,286.0,280.0,317.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.504,20.784,23.428,29.292,1.0
NOR,McLaren,0 days 00:01:14.907000,0 days 00:00:21.476000,0 days 00:00:23.542000,0 days 00:00:29.889000,MEDIUM,3.0,249.0,282.0,272.0,311.0,True,3.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.907,21.476,23.542,29.889,4.0
NOR,McLaren,0 days 00:01:14.265000,0 days 00:00:21.305000,0 days 00:00:23.667000,0 days 00:00:29.293000,MEDIUM,5.0,248.0,284.0,277.0,317.0,True,5.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.265,21.305,23.667,29.293,4.0
NOR,McLaren,0 days 00:01:13.957000,0 days 00:00:21.204000,0 days 00:00:23.281000,0 days 00:00:29.472000,MEDIUM,8.0,252.0,286.0,274.0,312.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.957,21.204,23.281,29.472,4.0
NOR,McLaren,0 days 00:01:14.055000,0 days 00:00:21.625000,0 days 00:00:23.240000,0 days 00:00:29.190000,SOFT,2.0,250.0,285.0,272.0,311.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.055,21.625,23.24,29.19,4.0
NOR,McLaren,0 days 00:01:13.280000,0 days 00:00:20.808000,0 days 00:00:23.124000,0 days 00:00:29.348000,SOFT,4.0,249.0,289.0,271.0,312.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.28,20.808,23.124,29.348,4.0
PIA,McLaren,0 days 00:01:14.804000,0 days 00:00:21.531000,0 days 00:00:23.487000,0 days 00:00:29.786000,MEDIUM,3.0,249.0,289.0,270.0,312.0,True,3.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.804,21.531,23.487,29.786,4.0
PIA,McLaren,0 days 00:01:14.665000,0 days 00:00:21.404000,0 days 00:00:23.685000,0 days 00:00:29.576000,MEDIUM,5.0,249.0,289.0,276.0,314.0,True,5.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.665,21.404,23.685,29.576,4.0
PIA,McLaren,0 days 00:01:13.858000,0 days 00:00:21.001000,0 days 00:00:23.393000,0 days 00:00:29.464000,MEDIUM,3.0,249.0,288.0,275.0,311.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.858,21.001,23.393,29.464,4.0
PIA,McLaren,0 days 00:01:13.686000,0 days 00:00:21.132000,0 days 00:00:23.179000,0 days 00:00:29.375000,SOFT,2.0,250.0,289.0,270.0,313.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.686,21.132,23.179,29.375,4.0
