Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Year,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier
HUL,Haas F1 Team,0 days 00:01:06.004000,0 days 00:00:16.539000,0 days 00:00:29.401000,0 days 00:00:20.064000,SOFT,5.0,321.0,243.0,285.0,317.0,True,17.0,31.32894736842105,46.107894736842105,37.69736842105263,1.335526315789474,2024,66.004,16.539,29.401,20.064,10.0
HUL,Haas F1 Team,0 days 00:01:05.385000,0 days 00:00:16.420000,0 days 00:00:29.144000,0 days 00:00:19.821000,SOFT,2.0,322.0,244.0,285.0,319.0,True,20.0,31.32894736842105,46.107894736842105,37.69736842105263,1.335526315789474,2024,65.385,16.42,29.144,19.821,10.0
NOR,McLaren,0 days 00:01:04.672000,0 days 00:00:16.434000,0 days 00:00:28.843000,0 days 00:00:19.395000,SOFT,2.0,316.0,250.0,288.0,318.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.672,16.434,28.843,19.395,4.0
NOR,McLaren,0 days 00:01:04.877000,0 days 00:00:16.407000,0 days 00:00:28.763000,0 days 00:00:19.707000,SOFT,5.0,314.0,250.0,281.0,318.0,False,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.877,16.407,28.763,19.707,4.0
NOR,McLaren,0 days 00:01:04.410000,0 days 00:00:16.424000,0 days 00:00:28.623000,0 days 00:00:19.363000,SOFT,2.0,313.0,250.0,287.0,321.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.41,16.424,28.623,19.363,4.0
NOR,McLaren,0 days 00:01:05.201000,0 days 00:00:16.360000,0 days 00:00:29.360000,0 days 00:00:19.481000,SOFT,5.0,319.0,249.0,287.0,317.0,False,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.201,16.36,29.36,19.481,4.0
NOR,McLaren,0 days 00:01:04.268000,0 days 00:00:16.346000,0 days 00:00:28.642000,0 days 00:00:19.280000,SOFT,2.0,316.0,251.0,287.0,322.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.268,16.346,28.642,19.28,4.0
NOR,McLaren,0 days 00:01:03.971000,0 days 00:00:16.285000,0 days 00:00:28.436000,0 days 00:00:19.250000,SOFT,2.0,316.0,252.0,286.0,318.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,63.971,16.285,28.436,19.25,4.0
PIA,McLaren,0 days 00:01:05.004000,0 days 00:00:16.454000,0 days 00:00:28.979000,0 days 00:00:19.571000,SOFT,4.0,315.0,248.0,286.0,318.0,True,4.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.004,16.454,28.979,19.571,4.0
PIA,McLaren,0 days 00:01:04.966000,0 days 00:00:16.454000,0 days 00:00:28.889000,0 days 00:00:19.623000,SOFT,7.0,314.0,251.0,284.0,320.0,True,7.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.966,16.454,28.889,19.623,4.0
PIA,McLaren,0 days 00:01:04.556000,0 days 00:00:16.354000,0 days 00:00:28.694000,0 days 00:00:19.508000,SOFT,2.0,314.0,251.0,286.0,322.0,True,10.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.556,16.354,28.694,19.508,4.0
PIA,McLaren,0 days 00:01:04.736000,0 days 00:00:16.309000,0 days 00:00:28.926000,0 days 00:00:19.501000,SOFT,5.0,320.0,251.0,286.0,318.0,False,13.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.736,16.309,28.926,19.501,4.0
PIA,McLaren,0 days 00:01:04.554000,0 days 00:00:16.469000,0 days 00:00:28.792000,0 days 00:00:19.293000,SOFT,2.0,315.0,255.0,286.0,321.0,True,16.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.554,16.469,28.792,19.293,4.0
VER,Red Bull Racing,0 days 00:01:05.106000,0 days 00:00:16.370000,0 days 00:00:29.123000,0 days 00:00:19.613000,SOFT,2.0,319.0,247.0,285.0,318.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.106,16.37,29.123,19.613,1.0
VER,Red Bull Racing,0 days 00:01:05.202000,0 days 00:00:16.407000,0 days 00:00:29.085000,0 days 00:00:19.710000,SOFT,5.0,318.0,245.0,285.0,321.0,False,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.202,16.407,29.085,19.71,1.0
VER,Red Bull Racing,0 days 00:01:05.103000,0 days 00:00:16.488000,0 days 00:00:29.038000,0 days 00:00:19.577000,SOFT,2.0,314.0,248.0,286.0,320.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.103,16.488,29.038,19.577,1.0
VER,Red Bull Racing,0 days 00:01:04.836000,0 days 00:00:16.439000,0 days 00:00:28.901000,0 days 00:00:19.496000,SOFT,2.0,320.0,247.0,287.0,318.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.836,16.439,28.901,19.496,1.0
VER,Red Bull Racing,0 days 00:01:04.929000,0 days 00:00:16.496000,0 days 00:00:28.905000,0 days 00:00:19.528000,SOFT,5.0,316.0,249.0,280.0,320.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.929,16.496,28.905,19.528,1.0
LEC,Ferrari,0 days 00:01:05.345000,0 days 00:00:16.434000,0 days 00:00:29.181000,0 days 00:00:19.730000,SOFT,2.0,314.0,248.0,288.0,318.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.345,16.434,29.181,19.73,2.0
LEC,Ferrari,0 days 00:01:05.197000,0 days 00:00:16.531000,0 days 00:00:29.011000,0 days 00:00:19.655000,SOFT,5.0,315.0,247.0,284.0,320.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.197,16.531,29.011,19.655,2.0
LEC,Ferrari,0 days 00:01:05.446000,0 days 00:00:16.617000,0 days 00:00:29.160000,0 days 00:00:19.669000,SOFT,2.0,314.0,247.0,286.0,315.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.446,16.617,29.16,19.669,2.0
LEC,Ferrari,0 days 00:01:04.878000,0 days 00:00:16.434000,0 days 00:00:28.907000,0 days 00:00:19.537000,SOFT,2.0,312.0,251.0,286.0,320.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.878,16.434,28.907,19.537,2.0
LEC,Ferrari,0 days 00:01:04.734000,0 days 00:00:16.391000,0 days 00:00:28.867000,0 days 00:00:19.476000,SOFT,5.0,318.0,247.0,287.0,317.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.734,16.391,28.867,19.476,2.0
LEC,Ferrari,0 days 00:01:04.492000,0 days 00:00:16.371000,0 days 00:00:28.763000,0 days 00:00:19.358000,SOFT,2.0,315.0,249.0,285.0,321.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.492,16.371,28.763,19.358,2.0
LEC,Ferrari,0 days 00:01:04.501000,0 days 00:00:16.326000,0 days 00:00:28.725000,0 days 00:00:19.450000,SOFT,2.0,315.0,251.0,285.0,318.0,False,20.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.501,16.326,28.725,19.45,2.0
HAM,Ferrari,0 days 00:01:05.115000,0 days 00:00:16.546000,0 days 00:00:28.892000,0 days 00:00:19.677000,SOFT,2.0,314.0,246.0,285.0,319.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.115,16.546,28.892,19.677,2.0
HAM,Ferrari,0 days 00:01:05.390000,0 days 00:00:16.587000,0 days 00:00:29.046000,0 days 00:00:19.757000,SOFT,5.0,316.0,243.0,286.0,319.0,False,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.39,16.587,29.046,19.757,2.0
HAM,Ferrari,0 days 00:01:05.651000,0 days 00:00:16.458000,0 days 00:00:29.400000,0 days 00:00:19.793000,SOFT,2.0,316.0,242.0,284.0,317.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.651,16.458,29.4,19.793,2.0
HAM,Ferrari,0 days 00:01:04.896000,0 days 00:00:16.433000,0 days 00:00:28.898000,0 days 00:00:19.565000,SOFT,2.0,314.0,250.0,279.0,321.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.896,16.433,28.898,19.565,2.0
HAM,Ferrari,0 days 00:01:04.953000,0 days 00:00:16.387000,0 days 00:00:28.940000,0 days 00:00:19.626000,SOFT,5.0,319.0,246.0,284.0,319.0,False,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.953,16.387,28.94,19.626,2.0
HAM,Ferrari,0 days 00:01:04.619000,0 days 00:00:16.408000,0 days 00:00:28.769000,0 days 00:00:19.442000,SOFT,2.0,315.0,246.0,285.0,320.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.619,16.408,28.769,19.442,2.0
HAM,Ferrari,0 days 00:01:04.582000,0 days 00:00:16.366000,0 days 00:00:28.703000,0 days 00:00:19.513000,SOFT,2.0,316.0,247.0,285.0,319.0,True,20.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.582,16.366,28.703,19.513,2.0
RUS,Mercedes,0 days 00:01:05.359000,0 days 00:00:16.447000,0 days 00:00:29.139000,0 days 00:00:19.773000,SOFT,2.0,316.0,246.0,287.0,319.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.359,16.447,29.139,19.773,3.0
RUS,Mercedes,0 days 00:01:05.189000,0 days 00:00:16.369000,0 days 00:00:29.315000,0 days 00:00:19.505000,SOFT,2.0,317.0,248.0,287.0,318.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.189,16.369,29.315,19.505,3.0
RUS,Mercedes,0 days 00:01:05.382000,0 days 00:00:16.416000,0 days 00:00:29.320000,0 days 00:00:19.646000,SOFT,5.0,312.0,246.0,286.0,320.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.382,16.416,29.32,19.646,3.0
RUS,Mercedes,0 days 00:01:04.860000,0 days 00:00:16.310000,0 days 00:00:29.006000,0 days 00:00:19.544000,SOFT,2.0,320.0,247.0,287.0,320.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.86,16.31,29.006,19.544,3.0
RUS,Mercedes,0 days 00:01:04.844000,0 days 00:00:16.348000,0 days 00:00:29.002000,0 days 00:00:19.494000,SOFT,5.0,316.0,247.0,285.0,320.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.844,16.348,29.002,19.494,3.0
RUS,Mercedes,0 days 00:01:04.763000,0 days 00:00:16.340000,0 days 00:00:28.979000,0 days 00:00:19.444000,SOFT,2.0,317.0,250.0,287.0,319.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.763,16.34,28.979,19.444,3.0
ANT,Mercedes,0 days 00:01:05.283000,0 days 00:00:16.467000,0 days 00:00:29.116000,0 days 00:00:19.700000,SOFT,2.0,316.0,250.0,286.0,320.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.283,16.467,29.116,19.7,3.0
ANT,Mercedes,0 days 00:01:05.178000,0 days 00:00:16.319000,0 days 00:00:29.115000,0 days 00:00:19.744000,SOFT,5.0,317.0,247.0,284.0,321.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.178,16.319,29.115,19.744,3.0
ANT,Mercedes,0 days 00:01:05.688000,0 days 00:00:16.515000,0 days 00:00:29.399000,0 days 00:00:19.774000,SOFT,5.0,313.0,249.0,286.0,320.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.688,16.515,29.399,19.774,3.0
ANT,Mercedes,0 days 00:01:05.052000,0 days 00:00:16.338000,0 days 00:00:29.161000,0 days 00:00:19.553000,SOFT,2.0,320.0,247.0,287.0,318.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.052,16.338,29.161,19.553,3.0
ANT,Mercedes,0 days 00:01:05.276000,0 days 00:00:16.439000,0 days 00:00:29.177000,0 days 00:00:19.660000,SOFT,5.0,316.0,248.0,286.0,321.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.276,16.439,29.177,19.66,3.0
BOR,Kick Sauber,0 days 00:01:05.782000,0 days 00:00:16.650000,0 days 00:00:29.347000,0 days 00:00:19.785000,SOFT,2.0,313.0,244.0,282.0,318.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.782,16.65,29.347,19.785,10.0
BOR,Kick Sauber,0 days 00:01:05.273000,0 days 00:00:16.657000,0 days 00:00:28.881000,0 days 00:00:19.735000,SOFT,5.0,315.0,248.0,285.0,318.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.273,16.657,28.881,19.735,10.0
BOR,Kick Sauber,0 days 00:01:05.123000,0 days 00:00:16.523000,0 days 00:00:28.960000,0 days 00:00:19.640000,SOFT,2.0,317.0,245.0,284.0,319.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.123,16.523,28.96,19.64,10.0
BOR,Kick Sauber,0 days 00:01:06.125000,0 days 00:00:16.652000,0 days 00:00:29.295000,0 days 00:00:20.178000,SOFT,5.0,311.0,243.0,284.0,317.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,66.125,16.652,29.295,20.178,10.0
BOR,Kick Sauber,0 days 00:01:04.846000,0 days 00:00:16.492000,0 days 00:00:28.868000,0 days 00:00:19.486000,SOFT,2.0,318.0,249.0,286.0,318.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.846,16.492,28.868,19.486,10.0
BOR,Kick Sauber,0 days 00:01:05.341000,0 days 00:00:16.623000,0 days 00:00:29.030000,0 days 00:00:19.688000,SOFT,5.0,314.0,247.0,283.0,319.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.341,16.623,29.03,19.688,10.0
BOR,Kick Sauber,0 days 00:01:05.132000,0 days 00:00:16.613000,0 days 00:00:28.941000,0 days 00:00:19.578000,SOFT,2.0,315.0,248.0,285.0,316.0,True,20.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.132,16.613,28.941,19.578,10.0
LAW,Racing Bulls,0 days 00:01:05.400000,0 days 00:00:16.661000,0 days 00:00:29.024000,0 days 00:00:19.715000,SOFT,2.0,311.0,251.0,285.0,315.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.4,16.661,29.024,19.715,10.0
LAW,Racing Bulls,0 days 00:01:05.017000,0 days 00:00:16.579000,0 days 00:00:28.839000,0 days 00:00:19.599000,SOFT,2.0,312.0,250.0,285.0,316.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.017,16.579,28.839,19.599,10.0
LAW,Racing Bulls,0 days 00:01:05.248000,0 days 00:00:16.531000,0 days 00:00:28.971000,0 days 00:00:19.746000,SOFT,2.0,311.0,248.0,285.0,317.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.248,16.531,28.971,19.746,10.0
LAW,Racing Bulls,0 days 00:01:05.041000,0 days 00:00:16.493000,0 days 00:00:29.045000,0 days 00:00:19.503000,SOFT,2.0,317.0,251.0,287.0,315.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.041,16.493,29.045,19.503,10.0
LAW,Racing Bulls,0 days 00:01:04.926000,0 days 00:00:16.526000,0 days 00:00:28.839000,0 days 00:00:19.561000,SOFT,2.0,314.0,251.0,285.0,316.0,True,16.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.926,16.526,28.839,19.561,10.0
GAS,Alpine,0 days 00:01:06.264000,0 days 00:00:16.741000,0 days 00:00:29.523000,0 days 00:00:20,SOFT,2.0,313.0,233.0,283.0,316.0,True,2.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,66.264,16.741,29.523,20.0,6.0
GAS,Alpine,0 days 00:01:05.292000,0 days 00:00:16.527000,0 days 00:00:29.073000,0 days 00:00:19.692000,SOFT,5.0,315.0,245.0,286.0,317.0,True,5.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.292,16.527,29.073,19.692,6.0
GAS,Alpine,0 days 00:01:05.054000,0 days 00:00:16.527000,0 days 00:00:28.909000,0 days 00:00:19.618000,SOFT,2.0,315.0,247.0,287.0,318.0,True,8.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.054,16.527,28.909,19.618,6.0
GAS,Alpine,0 days 00:01:05.717000,0 days 00:00:16.629000,0 days 00:00:29.101000,0 days 00:00:19.987000,SOFT,5.0,312.0,242.0,286.0,318.0,True,11.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.717,16.629,29.101,19.987,6.0
GAS,Alpine,0 days 00:01:04.846000,0 days 00:00:16.461000,0 days 00:00:28.813000,0 days 00:00:19.572000,SOFT,2.0,317.0,247.0,287.0,317.0,True,14.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,64.846,16.461,28.813,19.572,6.0
GAS,Alpine,0 days 00:01:05.649000,0 days 00:00:16.560000,0 days 00:00:29.314000,0 days 00:00:19.775000,SOFT,5.0,313.0,242.0,285.0,319.0,True,17.0,27.77386363636364,47.19659090909091,33.89772727272727,1.3943181818181818,2025,65.649,16.56,29.314,19.775,6.0
