Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Round,SessionType,CircuitType,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier,CircuitName,LapLengthKm,NumCorners,NumDRS,AvgSpeedKmh,MaxSpeedKmh,DownforceLevel,LapTimeSeconds_delta,LapTimeSeconds_pct,S1Seconds_delta,S1Seconds_pct,S2Seconds_delta,S2Seconds_pct,S3Seconds_delta,S3Seconds_pct,DriverFormDelta,CircuitTypeCode,SessionTypeCode,Driver_ANT,Driver_BEA,Driver_BOR,Driver_COL,Driver_GAS,Driver_HAD,Driver_HAM,Driver_HUL,Driver_LAW,Driver_LEC,Driver_LIN,Driver_NOR,Driver_PIA,Driver_RUS,Driver_SAI,Driver_VER,Team_Alpine,Team_Audi,Team_Ferrari,Team_Haas F1 Team,Team_McLaren,Team_Mercedes,Team_Racing Bulls,Team_Red Bull Racing,Team_Williams
HAD,Red Bull Racing,0 days 00:01:29.302000,0 days 00:00:31.055000,0 days 00:00:33.398000,0 days 00:00:24.849000,SOFT,2.0,222.0,191.0,274.0,319.0,False,20.0,33.92222222222222,51.882716049382715,30.31975308641976,3.764197530864198,4,Q,permanent,89.302,31.055,33.398,24.849,1.0,Miami,5.412,19,3,215,320,3,0.3675000000000068,0.41322546368395485,0.7880000000000003,2.603495556216342,-0.36699999999999733,-1.0869243299274318,-0.04550000000000054,-0.18277129486432964,0.3716290322580599,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:31.055000,0 days 00:00:31.095000,0 days 00:00:34.681000,0 days 00:00:25.279000,MEDIUM,2.0,225.0,186.0,260.0,321.0,True,2.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,91.055,31.095,34.681,25.279,1.0,Miami,5.412,19,3,215,320,3,1.7824999999999989,1.9966955109356173,0.6159999999999997,2.021063683191705,0.7844999999999942,2.3143982417063538,0.36799999999999855,1.4772590421901912,0.4157187499999955,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:30.352000,0 days 00:00:30.831000,0 days 00:00:34.324000,0 days 00:00:25.197000,MEDIUM,5.0,224.0,188.0,261.0,320.0,True,5.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.352,30.831,34.324,25.197,1.0,Miami,5.412,19,3,215,320,3,1.079499999999996,1.2092189644067275,0.3520000000000003,1.1548935332524042,0.4274999999999949,1.261192158482424,0.2859999999999978,1.1480871903978074,0.4358333333333288,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:29.750000,0 days 00:00:30.657000,0 days 00:00:34.057000,0 days 00:00:25.036000,MEDIUM,2.0,222.0,188.0,261.0,322.0,True,8.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.75,30.657,34.057,25.036,1.0,Miami,5.412,19,3,215,320,3,0.47749999999999204,0.5348791621159842,0.17800000000000082,0.5840086617015021,0.16049999999999898,0.4735002138863864,0.125,0.5017863594396049,0.43705882352940717,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:30.013000,0 days 00:00:30.744000,0 days 00:00:34.038000,0 days 00:00:25.231000,MEDIUM,5.0,222.0,189.0,257.0,317.0,False,11.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,90.013,30.744,34.038,25.231,1.0,Miami,5.412,19,3,215,320,3,0.7404999999999973,0.8294827634489873,0.26500000000000057,0.8694510974769531,0.14149999999999352,0.41744722906492854,0.3200000000000003,1.2845730801653898,0.44572857142856687,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:29.422000,0 days 00:00:30.428000,0 days 00:00:33.865000,0 days 00:00:25.129000,SOFT,2.0,224.0,189.0,260.0,319.0,True,14.0,30.574576271186437,52.272881355932206,53.22203389830509,2.9949152542372883,4,SQ,permanent,89.422,30.428,33.865,25.129,1.0,Miami,5.412,19,3,215,320,3,0.14949999999998909,0.16746478478813642,-0.05099999999999838,-0.16732832442008722,-0.031500000000001194,-0.09292994851976219,0.21799999999999997,0.8751154108626709,0.4374999999999953,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.381000,0 days 00:00:21.443000,0 days 00:00:23.960000,0 days 00:00:29.978000,SOFT,7.0,249.0,284.0,272.0,315.0,True,2.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,75.381,21.443,23.96,29.978,1.0,Canada,4.361,14,3,210,328,2,1.8414999999999964,2.5040964379687054,0.5035000000000025,2.4045464313856706,0.6245000000000012,2.6761800689935984,0.6600000000000037,2.251176751483743,0.47544594594594125,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.654000,0 days 00:00:20.957000,0 days 00:00:23.414000,0 days 00:00:29.283000,SOFT,9.0,252.0,289.0,282.0,323.0,True,4.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.654,20.957,23.414,29.283,1.0,Canada,4.361,14,3,210,328,2,0.1144999999999925,0.15569863814683604,0.017500000000001847,0.08357410635402873,0.07850000000000179,0.33639733453322956,-0.03499999999999659,-0.11938058530594375,0.46594736842104784,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.623000,0 days 00:00:20.903000,0 days 00:00:23.359000,0 days 00:00:29.361000,SOFT,2.0,252.0,287.0,280.0,317.0,True,7.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.623,20.903,23.359,29.361,1.0,Canada,4.361,14,3,210,328,2,0.0835000000000008,0.1135444217053431,-0.0365000000000002,-0.17431170753838535,0.023500000000002075,0.10070493454180143,0.043000000000002814,0.14666757623304053,0.456141025641021,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.204000,0 days 00:00:20.688000,0 days 00:00:23.335000,0 days 00:00:29.181000,SOFT,4.0,253.0,285.0,277.0,319.0,True,9.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.204,20.688,23.335,29.181,1.0,Canada,4.361,14,3,210,328,2,-0.33550000000001035,-0.45621740697177754,-0.25150000000000006,-1.2010792998877724,-0.0004999999999988347,-0.0021426581817352735,-0.1369999999999969,-0.4672897196261577,0.43634999999999524,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:12.975000,0 days 00:00:20.575000,0 days 00:00:23.252000,0 days 00:00:29.148000,SOFT,3.0,254.0,287.0,281.0,318.0,True,13.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.975,20.575,23.252,29.148,1.0,Canada,4.361,14,3,210,328,2,-0.5645000000000095,-0.7676146832654689,-0.3644999999999996,-1.7407292437737272,-0.0835000000000008,-0.357823916350628,-0.16999999999999815,-0.5798485572003484,0.411939024390239,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.990000,0 days 00:00:20.686000,0 days 00:00:23.782000,0 days 00:00:29.522000,SOFT,3.0,254.0,282.0,271.0,318.0,True,17.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,73.99,20.686,23.782,29.522,1.0,Canada,4.361,14,3,210,328,2,0.450499999999991,0.612595951835396,-0.25349999999999895,-1.2106306263282263,0.44650000000000034,1.91339375629406,0.20400000000000063,0.6958182686404278,0.41285714285713787,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:12.935000,0 days 00:00:20.549000,0 days 00:00:23.218000,0 days 00:00:29.168000,SOFT,3.0,253.0,286.0,279.0,320.0,True,21.0,21.27594936708861,30.875949367088612,24.462025316455694,1.0759493670886076,5,Q,permanent,72.935,20.549,23.218,29.168,1.0,Canada,4.361,14,3,210,328,2,-0.6045000000000016,-0.8220072206093345,-0.3904999999999994,-1.864896487499699,-0.11749999999999972,-0.5035246727089615,-0.14999999999999858,-0.5116310798826611,0.38919767441859976,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.673000,0 days 00:00:22.102000,0 days 00:00:23.838000,0 days 00:00:29.733000,MEDIUM,2.0,245.0,287.0,283.0,313.0,True,2.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.673,22.102,23.838,29.733,1.0,Canada,4.361,14,3,210,328,2,1.6629999999999967,2.246993649506819,0.995000000000001,4.7140758989908615,0.3390000000000022,1.4426145793438112,0.27500000000000213,0.9335324869305525,0.41814772727272237,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.541000,0 days 00:00:21.405000,0 days 00:00:23.678000,0 days 00:00:29.458000,MEDIUM,4.0,248.0,288.0,294.0,318.0,True,4.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.541,21.405,23.678,29.458,1.0,Canada,4.361,14,3,210,328,2,0.5309999999999917,0.7174706120794375,0.2980000000000018,1.4118538873359636,0.17900000000000205,0.7617345418954086,0.0,0.0,0.4206555555555506,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.605000,0 days 00:00:21.322000,0 days 00:00:23.690000,0 days 00:00:29.593000,MEDIUM,2.0,251.0,285.0,281.0,314.0,True,8.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.605,21.322,23.69,29.593,1.0,Canada,4.361,14,3,210,328,2,0.5949999999999989,0.8039454127820549,0.21499999999999986,1.0186194153598327,0.1910000000000025,0.8128005447040407,0.13500000000000156,0.45827958449318207,0.42444565217390817,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.239000,0 days 00:00:21.179000,0 days 00:00:23.658000,0 days 00:00:29.402000,MEDIUM,4.0,251.0,287.0,282.0,316.0,True,10.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.239,21.179,23.658,29.402,1.0,Canada,4.361,14,3,210,328,2,0.2289999999999992,0.3094176462640173,0.07199999999999918,0.34111906002747516,0.15900000000000247,0.6766245372143601,-0.055999999999997385,-0.1901011609749385,0.4202872340425484,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.605000,0 days 00:00:20.887000,0 days 00:00:23.345000,0 days 00:00:29.373000,SOFT,3.0,254.0,286.0,280.0,314.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.605,20.887,23.345,29.373,1.0,Canada,4.361,14,3,210,328,2,-0.40500000000000114,-0.5472233481961912,-0.21999999999999886,-1.042308238972847,-0.15399999999999991,-0.6553470360440867,-0.0849999999999973,-0.28854640505125023,0.4030937499999953,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.034000,0 days 00:00:21.035000,0 days 00:00:23.659000,0 days 00:00:29.340000,SOFT,5.0,251.0,286.0,280.0,315.0,False,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.034,21.035,23.659,29.34,1.0,Canada,4.361,14,3,210,328,2,0.02400000000000091,0.032428050263479134,-0.07199999999999918,-0.34111906002747516,0.16000000000000014,0.6808800374484028,-0.11799999999999855,-0.40057030348291994,0.39535714285713824,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.007000,0 days 00:00:19.859000,0 days 00:00:35.245000,0 days 00:00:19.903000,SOFT,4.0,209.0,191.0,263.0,281.0,True,4.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.007,19.859,35.245,19.903,1.0,Monaco,3.337,19,1,163,298,5,1.608000000000004,2.1907655417648795,0.559000000000001,2.896373056994824,0.634999999999998,1.8347298468650624,0.41600000000000037,2.134756504336226,0.4196099999999956,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.617000,0 days 00:00:19.546000,0 days 00:00:35.317000,0 days 00:00:19.754000,SOFT,5.0,212.0,195.0,263.0,280.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.617,19.546,35.317,19.754,1.0,Monaco,3.337,19,1,163,298,5,1.2180000000000035,1.6594231529039951,0.24599999999999866,1.2746113989637236,0.7070000000000007,2.042762207454495,0.267000000000003,1.3701441986965825,0.43526470588234867,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:14.408000,0 days 00:00:19.566000,0 days 00:00:35.084000,0 days 00:00:19.758000,SOFT,7.0,214.0,194.0,263.0,282.0,True,7.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.408,19.566,35.084,19.758,1.0,Monaco,3.337,19,1,163,298,5,1.0090000000000003,1.3746781291298251,0.26599999999999824,1.3782383419689026,0.47400000000000375,1.3695463738803921,0.2710000000000008,1.3906707035459578,0.4462980769230728,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:13.162000,0 days 00:00:19.118000,0 days 00:00:34.596000,0 days 00:00:19.448000,SOFT,3.0,216.0,197.0,264.0,281.0,True,12.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.162,19.118,34.596,19.448,1.0,Monaco,3.337,19,1,163,298,5,-0.23699999999999477,-0.3228926824616068,-0.18200000000000216,-0.9430051813471615,-0.014000000000002899,-0.04045073678128546,-0.038999999999997925,-0.2001334222815104,0.4334056603773545,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:12.722000,0 days 00:00:19.051000,0 days 00:00:34.311000,0 days 00:00:19.360000,SOFT,3.0,219.0,198.0,265.0,281.0,True,16.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.722,19.051,34.311,19.36,1.0,Monaco,3.337,19,1,163,298,5,-0.6770000000000067,-0.9223558904072353,-0.24900000000000233,-1.2901554404145197,-0.2989999999999995,-0.8639121641144163,-0.1269999999999989,-0.6517165289680243,0.41284259259258854,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:12.885000,0 days 00:00:19.026000,0 days 00:00:34.505000,0 days 00:00:19.354000,SOFT,3.0,219.0,200.0,263.0,282.0,True,20.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.885,19.026,34.505,19.354,1.0,Monaco,3.337,19,1,163,298,5,-0.5139999999999958,-0.700282020191005,-0.2740000000000009,-1.419689119170989,-0.10499999999999687,-0.30338052585956915,-0.13299999999999912,-0.6825062862421056,0.3959909090909052,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:12.434000,0 days 00:00:19.001000,0 days 00:00:34.202000,0 days 00:00:19.231000,SOFT,3.0,219.0,201.0,264.0,281.0,True,24.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.434,19.001,34.202,19.231,1.0,Monaco,3.337,19,1,163,298,5,-0.9650000000000034,-1.3147318083352681,-0.2989999999999995,-1.5492227979274584,-0.40800000000000125,-1.1788500433400788,-0.2559999999999967,-1.3136963103607364,0.3716874999999961,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:16.427000,0 days 00:00:22.177000,0 days 00:00:30.899000,0 days 00:00:23.351000,SOFT,2.0,280.0,291.0,285.0,335.0,True,2.0,30.723863636363635,50.1875,28.2625,2.323863636363636,7,Q,permanent,76.427,22.177,30.899,23.351,1.0,Barcelona,4.657,14,2,213,322,3,0.7895000000000039,1.0437944141464273,0.11400000000000077,0.5167021710556169,0.339500000000001,1.1109474958687184,0.34199999999999875,1.4863748967795156,0.37901754385964537,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.754000,0 days 00:00:21.945000,0 days 00:00:30.694000,0 days 00:00:23.115000,SOFT,2.0,282.0,286.0,282.0,331.0,True,5.0,30.723863636363635,50.1875,28.2625,2.323863636363636,7,Q,permanent,75.754,21.945,30.694,23.115,1.0,Barcelona,4.657,14,2,213,322,3,0.11650000000000205,0.15402412824326828,-0.11799999999999855,-0.5348320717944004,0.13449999999999918,0.4401250020451879,0.1059999999999981,0.4606892954930597,0.37449137931034115,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.650000,0 days 00:00:22.129000,0 days 00:00:30.482000,0 days 00:00:23.039000,SOFT,4.0,283.0,293.0,280.0,324.0,True,10.0,30.723863636363635,50.1875,28.2625,2.323863636363636,7,Q,permanent,75.65,22.129,30.482,23.039,1.0,Barcelona,4.657,14,2,213,322,3,0.012500000000002842,0.016526194017521523,0.0660000000000025,0.29914336219010335,-0.07750000000000057,-0.2536036257137734,0.030000000000001137,0.13038376287540152,0.3683559322033863,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAD,Red Bull Racing,0 days 00:01:15.077000,0 days 00:00:21.942000,0 days 00:00:30.212000,0 days 00:00:22.923000,SOFT,2.0,282.0,293.0,282.0,328.0,True,13.0,30.723863636363635,50.1875,28.2625,2.323863636363636,7,Q,permanent,75.077,21.942,30.212,22.923,1.0,Barcelona,4.657,14,2,213,322,3,-0.5605000000000047,-0.7410345397455028,-0.12099999999999866,-0.548429497348496,-0.34750000000000014,-1.1371259346520728,-0.08600000000000207,-0.37376678690947923,0.35287499999999644,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HAM,Ferrari,0 days 00:01:20.852000,0 days 00:00:28.296000,0 days 00:00:17.795000,0 days 00:00:34.761000,MEDIUM,2.0,263.0,286.0,305.0,289.0,True,2.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,80.852,28.296,17.795,34.761,2.0,Australia,5.278,16,4,218,320,3,0.8354999999999961,1.0441596420738173,0.23700000000000188,0.8446487757938697,0.22850000000000037,1.3007713545669333,0.43599999999999994,1.2702112163146393,0.8354999999999961,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:20.421000,0 days 00:00:28.259000,0 days 00:00:17.657000,0 days 00:00:34.505000,MEDIUM,5.0,262.0,288.0,301.0,285.0,True,5.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,80.421,28.259,17.657,34.505,2.0,Australia,5.278,16,4,218,320,3,0.40449999999999875,0.5055207363481266,0.20000000000000284,0.7127837770412447,0.09049999999999869,0.5151851535593243,0.17999999999999972,0.5243991260014558,0.6199999999999974,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:19.811000,0 days 00:00:27.944000,0 days 00:00:17.609000,0 days 00:00:34.258000,MEDIUM,8.0,265.0,283.0,304.0,295.0,True,8.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,79.811,27.944,17.609,34.258,2.0,Australia,5.278,16,4,218,320,3,-0.20550000000000068,-0.2568220304562192,-0.11499999999999844,-0.4098506717987043,0.042500000000000426,0.24193777929582116,-0.06700000000000017,-0.1951930080116538,0.3448333333333314,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:19.921000,0 days 00:00:27.976000,0 days 00:00:17.630000,0 days 00:00:34.315000,SOFT,2.0,264.0,284.0,301.0,293.0,True,15.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,79.921,27.976,17.63,34.315,2.0,Australia,5.278,16,4,218,320,3,-0.09550000000000125,-0.119350383983305,-0.08299999999999841,-0.29580526747210667,0.06349999999999767,0.3614835055360924,-0.010000000000005116,-0.029133284777873605,0.23474999999999824,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:20.423000,0 days 00:00:28.405000,0 days 00:00:17.604000,0 days 00:00:34.414000,SOFT,4.0,265.0,284.0,300.0,291.0,True,21.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,80.423,28.405,17.604,34.414,2.0,Australia,5.278,16,4,218,320,3,0.4064999999999941,0.5080202208294465,0.34600000000000364,1.233115934281349,0.03749999999999787,0.21347451114335733,0.08899999999999864,0.2592862345229385,0.2690999999999974,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:19.478000,0 days 00:00:27.756000,0 days 00:00:17.570000,0 days 00:00:34.152000,SOFT,2.0,275.0,282.0,301.0,296.0,True,24.0,20.452631578947376,34.27263157894737,63.718947368421055,2.3547368421052632,1,Q,street,79.478,27.756,17.57,34.152,2.0,Australia,5.278,16,4,218,320,3,-0.5385000000000133,-0.6729861965969685,-0.30299999999999727,-1.0798674222174607,0.0034999999999989484,0.019924287706708496,-0.17300000000000182,-0.5040058266569608,0.13449999999999562,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:33.522000,0 days 00:00:24.336000,0 days 00:00:28.133000,0 days 00:00:41.053000,SOFT,2.0,271.0,275.0,252.0,308.0,True,5.0,17.75822784810126,30.99493670886076,34.3746835443038,2.7101265822784817,2,Q,permanent,93.522,24.336,28.133,41.053,2.0,China,5.451,16,2,210,327,3,0.2639999999999958,0.2830856334041002,0.00999999999999801,0.0411082792074242,0.1095000000000006,0.39074348314807433,0.13750000000000284,0.33605846195207895,0.15299999999999564,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:32.834000,0 days 00:00:24.210000,0 days 00:00:27.771000,0 days 00:00:40.853000,SOFT,5.0,270.0,272.0,255.0,307.0,True,8.0,17.75822784810126,30.99493670886076,34.3746835443038,2.7101265822784817,2,Q,permanent,92.834,24.21,27.771,40.853,2.0,China,5.451,16,2,210,327,3,-0.4240000000000066,-0.45465268395205405,-0.11599999999999966,-0.47685603880621413,-0.2524999999999977,-0.9010294931039939,-0.062499999999992895,-0.15275384634183353,0.08087499999999537,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:32.567000,0 days 00:00:24.156000,0 days 00:00:27.807000,0 days 00:00:40.604000,SOFT,2.0,270.0,273.0,255.0,306.0,True,11.0,17.75822784810126,30.99493670886076,34.3746835443038,2.7101265822784817,2,Q,permanent,92.567,24.156,27.807,40.604,2.0,China,5.451,16,2,210,327,3,-0.6910000000000167,-0.7409551995539435,-0.1700000000000017,-0.6988407465263574,-0.21649999999999991,-0.7725658822060054,-0.3114999999999952,-0.7613251701677733,-0.004888888888894864,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:33.020000,0 days 00:00:24.080000,0 days 00:00:28.236000,0 days 00:00:40.704000,SOFT,2.0,269.0,264.0,255.0,312.0,True,15.0,17.75822784810126,30.99493670886076,34.3746835443038,2.7101265822784817,2,Q,permanent,93.02,24.08,28.236,40.704,2.0,China,5.451,16,2,210,327,3,-0.23800000000001376,-0.25520598769007885,-0.24600000000000222,-1.0112636685028455,0.21250000000000213,0.7582921476617914,-0.2114999999999938,-0.5169190160208084,-0.028200000000006754,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:32.415000,0 days 00:00:24.184000,0 days 00:00:27.696000,0 days 00:00:40.535000,SOFT,2.0,269.0,274.0,257.0,303.0,True,18.0,17.75822784810126,30.99493670886076,34.3746835443038,2.7101265822784817,2,Q,permanent,92.415,24.184,27.696,40.535,2.0,China,5.451,16,2,210,327,3,-0.8430000000000035,-0.9039438975744746,-0.14199999999999946,-0.5837375647455375,-0.327499999999997,-1.1686620158081504,-0.38049999999999784,-0.929965416529183,-0.10227272727273373,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:33.730000,0 days 00:00:24.740000,0 days 00:00:28.122000,0 days 00:00:40.868000,MEDIUM,2.0,271.0,273.0,263.0,314.0,True,2.0,16.401666666666667,28.17166666666667,25.80666666666667,1.7399999999999998,2,SQ,permanent,93.73,24.74,28.122,40.868,2.0,China,5.451,16,2,210,327,3,0.46999999999999886,0.5039674029594668,0.2889999999999979,1.1819557482311476,-0.05999999999999872,-0.21290185224611002,0.2150000000000034,0.5288662583327268,-0.05458333333333935,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HAM,Ferrari,0 days 00:01:33.148000,0 days 00:00:24.684000,0 days 00:00:28.061000,0 days 00:00:40.403000,MEDIUM,4.0,272.0,277.0,256.0,318.0,True,4.0,16.401666666666667,28.17166666666667,25.80666666666667,1.7399999999999998,2,SQ,permanent,93.148,24.684,28.061,40.403,2.0,China,5.451,16,2,210,327,3,-0.11200000000000898,-0.12009435985418077,0.23300000000000054,0.9529262606846368,-0.12099999999999866,-0.42935206869632625,-0.25,-0.6149607655031609,-0.05900000000000624,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
